,time,"('susceptible', 'All')",susceptible,"('exposed', 'All')",exposed,"('infected (active)', 'All')",infected (active),"('infected (total)', 'All')",infected (total),"('removed', 'All')",removed,"('hospitalized (active)', 'All')",hospitalized (active),"('in ICU', 'All')",in ICU,"('deaths', 'All')",deaths
209,209.0,14898367.869744444,14898367.869744444,8184.517816934091,8184.517816934091,20954.829132883428,20954.829132883428,2093896.120711683,2093896.120711683,2072492.7833057286,2072492.7833057286,74157.725040603,74157.725040603,807.5130455995123,807.5130455995123,192867.0945835973,192867.0945835973
210,210.0,14895761.178591555,14895761.178591555,8080.419669169459,8080.419669169459,20690.955227891016,20690.955227891016,2096606.9436260336,2096606.9436260336,2075467.4465113734,2075467.4465113734,73307.26384279729,73307.26384279729,797.5113383474928,797.5113383474928,193238.4591580544,193238.4591580544
211,211.0,14893187.781032264,14893187.781032264,7977.526226857513,7977.526226857513,20430.065822352597,20430.065822352597,2099283.2679420384,2099283.2679420384,2078404.6269185129,2078404.6269185129,72464.52345389832,72464.52345389832,787.6183990581569,787.6183990581569,193605.25920306807,193605.25920306807
212,212.0,14890647.28806476,14890647.28806476,7875.826718734681,7875.826718734681,20172.136104036712,20172.136104036712,2101925.4934329703,2101925.4934329703,2081304.7491124552,2081304.7491124552,71629.48255883234,71629.48255883234,777.8334418350765,777.8334418350765,193967.54342322468,193967.54342322468
213,213.0,14888139.314267702,14888139.314267702,7775.310382133779,7775.310382133779,19917.14121930695,19917.14121930695,2104534.016283115,2104534.016283115,2084168.2341308414,2084168.2341308414,70802.11863049792,70802.11863049792,768.1556753895107,768.1556753895107,194325.36019769878,194325.36019769878
214,214.0,14885663.477793934,14885663.477793934,7675.966465923972,7675.966465923972,19665.05628177402,19665.05628177402,2107109.2290911246,2107109.2290911246,2086995.4994583526,2086995.4994583526,69982.40796847135,69982.40796847135,758.5843034366508,758.5843034366508,194678.75757696692,194678.75757696692
215,215.0,14883219.400363302,14883219.400363302,7577.78423335476,7577.78423335476,19415.856380693975,19415.856380693975,2109651.5208743378,2109651.5208743378,2089786.9590226335,2089786.9590226335,69170.32574413002,69170.32574413002,749.1185250818389,749.1185250818389,195027.78327971706,195027.78327971706
216,216.0,14880806.707254663,14880806.707254663,7480.752964805879,7480.752964805879,19169.516589116796,19169.516589116796,2112161.2770740315,2112161.2770740315,2092543.0231913978,2092543.0231913978,68365.8460561948,68365.8460561948,739.7575351968903,739.7575351968903,195372.4846899491,195372.4846899491
217,217.0,14878425.027297068,14878425.027297068,7384.861960444922,7384.861960444922,18926.011971789685,18926.011971789685,2114638.8795615733,2114638.8795615733,2095264.09877068,2095264.09877068,67568.94200165532,67568.94200165532,730.5005247866441,730.5005247866441,195712.9088542617,195712.9088542617
218,218.0,14876073.992860166,14876073.992860166,7290.100542794564,7290.100542794564,18685.317592819338,18685.317592819338,2117084.7066454464,2117084.7066454464,2097950.589004201,2097950.589004201,66779.58576800632,66779.58576800632,721.3466813458793,721.3466813458793,196049.10247932092,196049.10247932092
219,219.0,14873753.239843866,14873753.239843866,7196.4580592111815,7196.4580592111815,18447.4085230975,18447.4085230975,2119499.133079114,2119499.133079114,2100602.893573808,2100602.893573808,65997.74875368699,65997.74875368699,712.2951892067247,712.2951892067247,196381.11192950615,196381.11192950615
220,220.0,14871462.407667248,14871462.407667248,7103.923884276749,7103.923884276749,18212.25984749404,18212.25984749404,2121882.5300696953,2121882.5300696953,2103221.4086009627,2103221.4086009627,65223.40172457829,65223.40172457829,703.3452298767019,703.3452298767019,196708.98322472893,196708.98322472893
221,221.0,14869201.13925682,14869201.13925682,7012.487422105739,7012.487422105739,17979.84667182194,17979.84667182194,2124235.265287426,2124235.265287426,2105806.5266492357,2105806.5266492357,64456.515015378034,64456.515015378034,694.4959823675355,694.4959823675355,197032.76203842016,197032.76203842016
222,222.0,14866969.081034053,14866969.081034053,6922.138108568888,6922.138108568888,17750.144129578337,17750.144129578337,2126557.7028758717,2126557.7028758717,2108358.6367277834,2108358.6367277834,63697.058785636014,63697.058785636014,685.7466235148697,685.7466235148697,197352.49369568142,197352.49369568142
223,223.0,14864765.88290231,14864765.88290231,6832.865413435532,6832.865413435532,17523.127388465975,17523.127388465975,2128850.2034628727,2128850.2034628727,2110878.1242957716,2110878.1242957716,62945.00334119618,62945.00334119618,677.09632828903,677.09632828903,197668.2231715962,197668.2231715962
224,224.0,14862591.198233131,14862591.198233131,6744.658842436363,6744.658842436363,17298.7716566992,17298.7716566992,2131113.1241721846,2131113.1241721846,2113365.371267716,2113365.371267716,62200.31953275569,62200.31953275569,668.5442700969709,668.5442700969709,197979.99508969663,197979.99508969663
225,225.0,14860444.68385193,14860444.68385193,6657.507939248242,6657.507939248242,17077.052189098835,17077.052189098835,2133346.8186357985,2133346.8186357985,2115820.756019705,2115820.756019705,61462.97924421505,61462.97924421505,660.0896210755484,660.0896210755484,198287.85372058165,198287.85372058165
226,226.0,14858326.000023114,14858326.000023114,6571.402287402872,6571.402287402872,16857.94429298003,16857.94429298003,2135551.637006907,2135551.637006907,2118244.653396484,2118244.653396484,60732.955984456705,60732.955984456705,651.7315523762619,651.7315523762619,198591.8429806827,198591.8429806827
227,227.0,14856234.810434664,14856234.810434664,6486.331512121015,6486.331512121015,16641.423333837327,16641.423333837327,2137727.9259734945,2137727.9259734945,2120637.434719359,2120637.434719359,60010.225597153236,60010.225597153236,643.4692344416054,643.4692344416054,198892.00643117234,198892.00643117234
228,228.0,14854170.78218217,14854170.78218217,6402.285282073909,6402.285282073909,16427.46474083096,16427.46474083096,2139876.028772527,2139876.028772527,2122999.4677949054,2122999.4677949054,59294.76710417016,59294.76710417016,635.30183727317,635.30183727317,199188.3872770126,199188.3872770126
229,229.0,14852133.585752385,14852133.585752385,6319.253311073608,6319.253311073608,16216.04401207871,16216.04401207871,2141996.285204718,2141996.285204718,2125331.116924443,2125331.116924443,58586.5636990915,58586.5636990915,627.2285306916419,627.2285306916419,199481.02836613837,199481.02836613837
230,230.0,14850122.895006275,14850122.895006275,6237.225359693835,6237.225359693835,16007.136719757154,16007.136719757154,2144089.031649846,2144089.031649846,2127632.7429142515,2127632.7429142515,57885.60390836039,57885.60390836039,619.2484845888387,619.2484845888387,199769.97218877255,199769.97218877255
231,231.0,14848138.387161631,14848138.387161631,6156.191236823026,6156.191236823026,15800.71851501653,15800.71851501653,2146154.601082599,2146154.601082599,2129904.703086506,2129904.703086506,57191.88293849023,57191.88293849023,611.3608691719226,611.3608691719226,200055.2608768687,200055.2608768687
232,232.0,14846179.742775213,14846179.742775213,6076.140801151145,6076.140801151145,15596.765132713103,15596.765132713103,2148193.323088928,2148193.323088928,2132147.3512908984,2132147.3512908984,56505.4042287656,56505.4042287656,603.5648551999388,603.5648551999388,200336.9362036781,200336.9362036781
233,233.0,14844246.6457245,14844246.6457245,5997.063962591847,5997.063962591847,15395.252395963116,15395.252395963116,2150205.5238828855,2150205.5238828855,2134361.0379169225,2134361.0379169225,55826.181229815826,55826.181229815826,595.8596142128163,595.8596142128163,200615.03958343653,200615.03958343653
234,234.0,14842338.783189015,14842338.783189015,5918.950683641572,5918.950683641572,15196.156220522162,15196.156220522162,2152191.526323924,2152191.526323924,2136546.109906797,2136546.109906797,55154.23942940736,55154.23942940736,588.244318752975,588.244318752975,200889.61207116835,200889.61207116835
235,235.0,14840455.845631303,14840455.845631303,5841.790980677111,5841.790980677111,14999.452618993884,14999.452618993884,2154151.649934644,2154151.649934644,2138702.9107690025,2138702.9107690025,54489.618647765,54489.618647765,580.7181425796805,580.7181425796805,201160.6943626034,201160.6943626034
236,236.0,14838597.526777502,14838597.526777502,5765.574925193149,5765.574925193149,14805.117704871916,14805.117704871916,2156086.2109189555,2156086.2109189555,2140831.78059241,2140831.78059241,53832.37562569538,53832.37562569538,573.2802608762845,573.2802608762845,201428.32679420387,201428.32679420387
237,237.0,14836763.523597607,14836763.523597607,5690.292644981303,5690.292644981303,14613.127696418767,14613.127696418767,2157995.5221806513,2157995.5221806513,2142933.056060969,2142933.056060969,53182.58692974954,53182.58692974954,565.929850450495,565.929850450495,201692.54934329705,201692.54934329705
238,238.0,14834953.536285395,14834953.536285395,5615.934325252115,5615.934325252115,14423.458920385488,14423.458920385488,2159879.893342357,2159879.893342357,2145007.070468943,2145007.070468943,52540.35219962508,52540.35219962508,558.6660899278102,558.6660899278102,201953.40162831152,201953.40162831152
239,239.0,14833167.26823803,14833167.26823803,5542.490209701453,5542.490209701453,14236.087815575796,14236.087815575796,2161739.6307648495,2161739.6307648495,2147054.1537366677,2147054.1537366677,51905.79776397199,51905.79776397199,551.4881599382594,551.4881599382594,202210.9229091125,202210.9229091125
240,240.0,14831404.426035395,14831404.426035395,5469.950601522763,5469.950601522763,14050.990936258344,14050.990936258344,2163575.03756672,2163575.03756672,2149074.6324267997,2149074.6324267997,51279.08065172926,51279.08065172926,544.3952432965833,544.3952432965833,202465.15208743382,202465.15208743382
241,241.0,14829664.719419131,14829664.719419131,5398.305864366567,5398.305864366567,13868.14495543072,13868.14495543072,2165386.4136443683,2165386.4136443683,2151068.829761048,2151068.829761048,50660.39302708347,50660.39302708347,537.3865251759931,537.3865251759931,202716.12770740318,202716.12770740318
242,242.0,14827947.861271432,14827947.861271432,5327.546423248615,5327.546423248615,13687.526667938784,13687.526667938784,2167174.055692304,2167174.055692304,2153037.06563736,2153037.06563736,50049.96707710351,50049.96707710351,530.4611932756434,530.4611932756434,202963.88795615736,202963.88795615736
243,243.0,14826253.567593573,14826253.567593573,5257.662765407998,5257.662765407998,13509.112993454852,13509.112993454852,2168938.2572237467,2168938.2572237467,2154979.6566475425,2154979.6566475425,49448.08038206937,49448.08038206937,523.6184379819496,523.6184379819496,203208.4706645447,203208.4706645447
244,244.0,14824581.557484245,14824581.557484245,5188.645441116621,5188.645441116621,13332.880979318203,13332.880979318203,2170679.308591501,2170679.308591501,2156896.916095299,2156896.916095299,48855.061799476,48855.061799476,516.8574525238877,516.8574525238877,203449.91330791145,203449.91330791145
245,245.0,14822931.553117635,14822931.553117635,5120.485064441331,5120.485064441331,13158.807803241301,13158.807803241301,2172397.497009094,2172397.497009094,2158789.154014663,2158789.154014663,48271.29789365719,48271.29789365719,510.17743312240276,510.17743312240276,203688.2530069696,203688.2530069696
246,246.0,14821303.279721327,14821303.279721327,5053.1723139599735,5053.1723139599735,12986.870775885163,12986.870775885163,2174093.106572161,2174093.106572161,2160656.6771888062,2160656.6771888062,47697.23994393727,47697.23994393727,503.57757913405976,503.57757913405976,203923.52652874266,203923.52652874266
247,247.0,14819696.465554029,14819696.465554029,4986.6979334326725,4986.6979334326725,12817.04734330712,12817.04734330712,2175766.4182800595,2175766.4182800595,2162499.78916921,2162499.78916921,47133.411565182134,47133.411565182134,497.0570931890638,497.0570931890638,204155.77028758722,204155.77028758722
248,248.0,14818110.84188309,14818110.84188309,4921.052732429564,4921.052732429564,12649.315089284333,12649.315089284333,2177417.7100577033,2177417.7100577033,2164318.790295174,2164318.790295174,46580.41697558458,46580.41697558458,490.61518132377773,490.61518132377773,204385.02034628732,204385.02034628732
249,249.0,14816546.142961897,14816546.142961897,4856.227586916215,4856.227586916215,12483.651737516167,12483.651737516167,2179047.2567775943,2179047.2567775943,2166113.977713649,2166113.977713649,46038.94994748188,46038.94994748188,484.25105310786324,484.25105310786324,204611.3124172185,204611.3124172185
250,250.0,14815002.106007095,14815002.106007095,4792.213439797933,4792.213439797933,12320.03515370869,12320.03515370869,2180655.3302820465,2180655.3302820465,2167885.6453993767,2167885.6453993767,45509.80347796744,45509.80347796744,477.96392176616905,477.96392176616905,204834.68186357993,204834.68186357993
251,251.0,14813478.471175693,14813478.471175693,4729.001301424129,4729.001301424129,12158.443347544367,12158.443347544367,2182242.1994055836,2182242.1994055836,2169634.084175317,2169634.084175317,44993.88021702132,44993.88021702132,471.7530042954892,471.7530042954892,205055.16370069075,205055.16370069075
252,252.0,14811974.981542032,14811974.981542032,4666.582250053906,4666.582250053906,11998.854474540009,11998.854474540009,2183808.1299974965,2183808.1299974965,2171359.5817333525,2171359.5817333525,44492.203691847746,44492.203691847746,465.6175215763139,465.6175215763139,205272.79259734947,205272.79259734947
253,253.0,14810491.383074652,14810491.383074652,4604.947432283998,4604.947432283998,11841.246837795974,11841.246837795974,2185353.384944553,2185353.384944553,2173062.422655246,2173062.422655246,44005.930367071545,44005.930367071545,459.55669847969136,459.55669847969136,205487.6028772527,205487.6028772527
254,254.0,14809027.424613053,14809027.424613053,4544.0880634401765,4544.0880634401765,11685.598889639643,11685.598889639643,2186878.2241938403,2186878.2241938403,2174742.888433845,2174742.888433845,43536.362581408,43536.362581408,453.56976396931924,453.56976396931924,205699.62852047183,205699.62852047183
255,255.0,14807582.857844373,14807582.857844373,4483.995427933203,4483.995427933203,11531.889233165972,11531.889233165972,2188382.904775736,2188382.904775736,2176401.257494506,2176401.257494506,43084.9624023847,43084.9624023847,447.6559511989821,447.6559511989821,205908.90316498463,205908.90316498463
256,256.0,14806157.437279977,14806157.437279977,4424.660879580408,4424.660879580408,11380.096623678088,11380.096623678088,2189867.680826988,2189867.680826988,2178037.805216743,2178037.805216743,42653.36644165652,42653.36644165652,441.8144976054499,441.8144976054499,206115.4601082599,206115.4601082599
257,257.0,14804750.920231989,14804750.920231989,4366.07584189393,4366.07584189393,11230.199970030624,11230.199970030624,2191332.8036139007,2191332.8036139007,2179652.8039560653,2179652.8039560653,42243.401674418914,42243.401674418914,436.04464499695104,436.04464499695104,206319.33230889277,206319.33230889277
258,258.0,14803363.06678976,14803363.06678976,4308.23180833666,4308.23180833666,11082.178335878622,11082.178335878622,2192778.521555606,2192778.521555606,2181246.5230660043,2181246.5230660043,41857.102307387206,41857.102307387206,430.3456396373299,430.3456396373299,206520.55238828852,206520.55238828852
259,259.0,14801993.639796285,14801993.639796285,4251.120342546846,4251.120342546846,10936.010940834683,10936.010940834683,2194205.08024742,2194205.08024742,2182819.2289203107,2182819.2289203107,41496.72774077354,41496.72774077354,424.7167323260007,424.7167323260007,206719.1526323924,206719.1526323924
260,260.0,14800642.404824594,14800642.404824594,4194.733078532415,4194.733078532415,10791.677161536958,10791.677161536958,2195612.7224842664,2195612.7224842664,2184371.184935313,2184371.184935313,41164.78167065583,41164.78167065583,419.1571784738044,419.1571784738044,206915.1649934644,206915.1649934644
261,261.0,14799309.13015409,14799309.13015409,4139.061720835882,4139.061720835882,10649.15653263068,10649.15653263068,2197001.688284161,2197001.688284161,2185902.651592421,2185902.651592421,40864.03237909674,40864.03237909674,413.66623817487596,413.66623817487596,207108.6210918956,207108.6210918956
262,262.0,14797993.586746879,14797993.586746879,4084.0980446708822,4084.0980446708822,10508.428747665666,10508.428747665666,2198372.2149117454,2198372.2149117454,2187413.886460761,2187413.886460761,40597.534260333625,40597.534260333625,408.24317627462483,408.24317627462483,207299.55221806516,207299.55221806516
263,263.0,14796695.548224097,14796695.548224097,4029.8338960311544,4029.8338960311544,10369.473659912393,10369.473659912393,2199724.5369018624,2199724.5369018624,2188905.144219938,2188905.144219938,40368.65063232387,40368.65063232387,402.8872624339346,402.8872624339346,207487.9893342357,207487.9893342357
264,264.0,14795414.7908422,14795414.7908422,3976.2611917729473,3976.2611917729473,10232.271283099008,10232.271283099008,2201058.886083163,2201058.886083163,2190376.6766829058,2190376.6766829058,40181.07788389304,40181.07788389304,397.59777118967963,397.59777118967963,207673.96307648494,207673.96307648494
265,265.0,14794151.093469298,14794151.093469298,3923.3719196716784,3923.3719196716784,10096.801792071714,10096.801792071714,2202375.4916017368,2202375.4916017368,2191828.7328189374,2191828.7328189374,40038.87100869668,40038.87100869668,392.37398201166053,392.37398201166053,207857.503756672,207857.503756672
266,266.0,14792904.237561459,14792904.237561459,3871.1581384537444,3871.1581384537444,9963.045523380888,9963.045523380888,2203674.5799447577,2203674.5799447577,2193261.5587766846,2193261.5587766846,39946.47057816974,39946.47057816974,387.2151793560556,387.2151793560556,208038.6413644368,208038.6413644368
267,267.0,14791674.007139063,14791674.007139063,3819.6119778042785,3819.6119778042785,9830.98297579518,9830.98297579518,2204956.3749641343,2204956.3749641343,2194675.3979073167,2194675.3979073167,39908.73120660065,39908.73120660065,382.1206527154831,382.1206527154831,208217.4055692304,208217.4055692304
268,268.0,14790460.188763157,14790460.188763157,3768.7256383517283,3768.7256383517283,9700.594810745892,9700.594810745892,2206221.09790016,2206221.09790016,2196070.490787726,2196070.490787726,39930.95156243055,39930.95156243055,377.0896966657708,377.0896966657708,208393.8257223747,208393.8257223747
269,269.0,14789262.571511852,14789262.571511852,3718.4913916300097,3718.4913916300097,9571.861852703832,9571.861852703832,2207468.967405157,2207468.967405157,2197447.0752437944,2197447.0752437944,40018.905980841046,40018.905980841046,372.12161090952304,372.12161090952304,208567.9308591501,208567.9308591501
270,270.0,14788080.946956765,14788080.946956765,3668.901580019042,3668.901580019042,9444.765089490775,9444.765089490775,2208700.1995670986,2208700.1995670986,2198805.386373707,2198805.386373707,40178.87773365738,40178.87773365738,367.21570031657774,367.21570031657774,208739.7497009094,208739.7497009094
271,271.0,14786915.109139483,14786915.109139483,3619.9486166644306,3619.9486166644306,9319.285672527652,9319.285672527652,2209915.0079332124,2209915.0079332124,2200145.656571306,2200145.656571306,40417.69401355665,40417.69401355665,362.3712749614423,362.3712749614423,208909.3106572161,208909.3106572161
272,272.0,14785764.854548106,14785764.854548106,3571.624985377044,3571.624985377044,9195.404917021551,9195.404917021551,2211113.6035335525,2211113.6035335525,2201468.1155494764,2201468.1155494764,40742.76269053448,40742.76269053448,357.58765015779477,357.58765015779477,209076.641828006,209076.641828006
273,273.0,14784629.98209382,14784629.98209382,3523.923240513194,3523.923240513194,9073.104302093509,9073.104302093509,2212296.194904534,2212296.194904534,2202772.9903635555,2202772.9903635555,41162.11089954589,41162.11089954589,352.8641464901375,352.8641464901375,209241.77100577034,209241.77100577034
274,274.0,14783510.293087546,14783510.293087546,3476.8360068361594,3476.8360068361594,8952.36547084911,8952.36547084911,2213462.988112426,2213462.988112426,2204060.5054347515,2204060.5054347515,41684.42551920005,41684.42551920005,348.200089842686,348.200089842686,209404.72567775942,209404.72567775942
275,275.0,14782405.591216654,14782405.591216654,3430.35597935973,3430.35597935973,8833.170230393778,8833.170230393778,2214614.1867767917,2214614.1867767917,2205330.8825735752,2205330.8825735752,42319.09560235134,42319.09560235134,343.59481142557684,343.59481142557684,209565.53302820466,209565.53302820466
276,276.0,14781315.68252175,14781315.68252175,3384.4759231744524,3384.4759231744524,8715.500551794676,8715.500551794676,2215749.9920938807,2215749.9920938807,2206584.3410032634,2206584.3410032634,43076.25682039228,43076.25682039228,339.04764779847403,339.04764779847403,209724.21994055834,209724.21994055834
277,277.0,14780240.375373535,14780240.375373535,3339.1886732572275,3339.1886732572275,8599.338569991041,8599.338569991041,2216870.6028599525,2216870.6028599525,2207821.097383199,2207821.097383199,43966.83798401709,43966.83798401709,334.5579408916534,334.5579408916534,209880.81299974964,209880.81299974964
278,278.0,14779179.480449753,14779179.480449753,3294.487134264926,3294.487134264926,8484.666583654755,8484.666583654755,2217976.2154945396,2217976.2154945396,2209041.3658323092,2209041.3658323092,45002.609704187904,45002.609704187904,330.1250380246433,330.1250380246433,210035.3384944553,210035.3384944553
279,279.0,14778132.81071222,14778132.81071222,3250.3642803126418,3250.3642803126418,8371.467055002908,8371.467055002908,2219067.0240636356,2219067.0240636356,2210245.357952445,2210245.357952445,46196.23525799856,46196.23525799856,325.74829192249626,325.74829192249626,210187.82241938406,210187.82241938406
280,280.0,14777100.18138395,14777100.18138395,3206.8131547371545,3206.8131547371545,8259.722609564078,8259.722609564078,2220143.2203028104,2220143.2203028104,2211433.2828517277,2211433.2828517277,47561.32372509402,47561.32372509402,321.42706072976665,321.42706072976665,210338.2904775736,210338.2904775736
281,281.0,14776081.409926374,14776081.409926374,3163.8268698462825,3163.8268698462825,8149.416035899972,8149.416035899972,2221204.993640241,2221204.993640241,2212605.3471678607,2212605.3471678607,49112.48546126698,49112.48546126698,317.160708022267,317.160708022267,210486.76808269884,210486.76808269884
282,282.0,14775076.316016646,14775076.316016646,3121.3986066546086,3121.3986066546086,8040.530285284112,8040.530285284112,2222252.531219658,2222252.531219658,2213761.755091396,2213761.755091396,50865.38997681561,50865.38997681561,312.9486028166739,312.9486028166739,210633.28036139006,210633.28036139006
283,283.0,14774084.721525082,14774084.721525082,3079.521614606232,3079.521614606232,7933.048471339108,7933.048471339108,2223286.0179232014,2223286.0179232014,2214902.708388955,2214902.708388955,52836.826288210264,52836.826288210264,308.7901195780532,308.7901195780532,210777.8521555606,210777.8521555606
284,284.0,14773106.45049267,14773106.45049267,3038.189211285023,3038.189211285023,7826.953869634108,7826.953869634108,2224305.636394183,2224305.636394183,2216028.4064263906,2216028.4064263906,55044.76581257952,55044.76581257952,304.68463822537274,304.68463822537274,210920.50802474198,210920.50802474198
285,285.0,14772141.32910873,14772141.32910873,2997.3947821129755,2997.3947821129755,7722.229917243928,7722.229917243928,2225311.5670597493,2225311.5670597493,2217139.0461918954,2217139.0461918954,57508.42787548932,57508.42787548932,300.63154413506896,300.63154413506896,211061.27224842666,211061.27224842666
286,286.0,14771189.185688639,14771189.185688639,2957.131780037143,2957.131780037143,7618.86021227135,7618.86021227135,2226303.988153441,2226303.988153441,2218234.822319035,2218234.822319035,60248.34790345185,60248.34790345185,296.63022814273256,296.63022814273256,211200.16882841612,211200.16882841612
287,287.0,14770249.850651722,14770249.850651722,2917.3937252056808,2917.3937252056808,7516.8285133340105,7516.8285133340105,2227283.075737648,2227283.075737648,2219315.9271097207,2219315.9271097207,63286.44837356422,63286.44837356422,292.6800865429769,292.6800865429769,211337.22149117457,211337.22149117457
288,288.0,14769323.156499233,14769323.156499233,2878.174204633482,2878.174204633482,7416.118739017323,7416.118739017323,2228249.003725955,2228249.003725955,2220382.550557098,2220382.550557098,66646.11259363964,66646.11259363964,288.7805210875513,288.7805210875513,211472.4536901863,211472.4536901863
289,289.0,14768408.93779247,14768408.93779247,2839.466871857898,2839.466871857898,7316.714967294754,7316.714967294754,2229201.94390537,2229201.94390537,2221434.880368359,2221434.880368359,70352.26138715734,70352.26138715734,284.9309389817598,284.9309389817598,211605.88860831634,211605.88860831634
290,290.0,14767507.031131009,14767507.031131009,2801.265446584994,2801.265446584994,7218.6014349168445,7218.6014349168445,2230142.0659584436,2230142.0659584436,2222473.1019874704,2222473.1019874704,74431.43275832014,74431.43275832014,281.1307528792451,281.1307528792451,211737.54916017377,211737.54916017377
291,291.0,14766617.275131075,14766617.275131075,2763.563714326821,2763.563714326821,7121.762536770222,7121.762536770222,2231069.5374852624,2231069.5374852624,2223497.39861781,2223497.39861781,78911.86461347205,78911.86461347205,277.3793808751951,277.3793808751951,211867.45799447587,211867.45799447587
292,292.0,14765739.510404034,14765739.510404034,2726.3555260301046,2726.3555260301046,7026.182825207911,7026.182825207911,2231984.524025322,2231984.524025322,2224507.9512447077,2224507.9512447077,83823.58061609096,83823.58061609096,273.67624649802895,273.67624649802895,211995.63749641352,211995.63749641352
293,293.0,14764873.579535037,14764873.579535037,2689.634797696838,2689.634797696838,6931.8470093521555,6931.8470093521555,2232887.1890792763,2232887.1890792763,2225504.9386578933,2225504.9386578933,89198.47925353493,89198.47925353493,270.0207786996179,270.0207786996179,212122.1097900161,212122.1097900161
294,294.0,14764019.327061769,14764019.327061769,2653.39550999713,2653.39550999713,6838.739954370961,6838.739954370961,2233777.6941305585,2233777.6941305585,2226488.5374738416,2226488.5374738416,95070.42619468333,95070.42619468333,266.41241184409444,266.41241184409444,212246.8967405158,212246.8967405158
295,295.0,14763176.599453365,14763176.599453365,2617.631707874778,2617.631707874778,6746.846680729511,6746.846680729511,2234656.1986668706,2234656.1986668706,2227458.9221580084,2227458.9221580084,101475.35001857749,101475.35001857749,262.850585695303,262.850585695303,212370.01995670996,212370.01995670996
296,296.0,14762345.24508945,14762345.24508945,2582.337500145906,2582.337500145906,6656.152363417623,6656.152363417623,2235522.860201541,2235522.860201541,2228416.2650469644,2228416.2650469644,108451.34139512811,108451.34139512811,259.6660913086844,259.6660913086844,212491.50079332138,212491.50079332138
297,297.0,14761525.114239322,14761525.114239322,2547.5070590910855,2547.5070590910855,6566.6423311543185,6566.6423311543185,2236377.834294747,2236377.834294747,2229360.7363704112,2229360.7363704112,116038.75579992033,116038.75579992033,256.52273250111995,256.52273250111995,212611.36035335538,212611.36035335538
298,298.0,14760716.059041282,14760716.059041282,2513.134620041299,2513.134620041299,6478.302065570607,6478.302065570607,2237221.2745746025,2237221.2745746025,2230292.5042730854,2230292.5042730854,124280.31984611007,124280.31984611007,253.4200171645095,253.4200171645095,212729.61949045354,212729.61949045354
299,299.0,14759917.933482105,14759917.933482105,2479.214480958101,2479.214480958101,6391.11720037151,6391.11720037151,2238053.3327581026,2238053.3327581026,2231211.734836543,2231211.734836543,133221.2413173679,133221.2413173679,250.35745800279656,250.35745800279656,212846.2988112427,212846.2988112427
